material_ID,formula_pretty,over_0.5A,over_1.0A,over_1.5A,over_2.0A,over_2.5A,over_3.0A,over_3.5A,over_4.0A,over_4.5A,over_5.0A,over_5.5A,over_6.0A,over_6.5A,M_O_dist,M_O_dist_std,M_O_ang,M_O_ang_std,n_M_O_bond,n_M_O_ang,n_atoms,M2O_ratio,cell_volume,n_density,density
760432,Cu2O3,0.8485616468809746,0.5770574896625317,0.3164199012938509,0.1168111689120092,0.0310435285225201,0.0058245520430394,0.000151171579743,0.0,0.0,0.0,0.0,0.0,0.0,1.849554577588545,0.031787476721232104,117.83547707962016,39.59384495841466,16,24,10,0.6666666666666666,97.66062516736574,0.10239541251003172,5.956249296002973
760747,Ti11O18,0.8598787878787879,0.6044022038567494,0.344495867768595,0.1628264462809917,0.0545151515151515,0.01232782369146,0.0025922865013774,0.0002314049586776,2.7548209366391185e-06,0.0,0.0,0.0,0.0,2.0238346177849804,0.06739687960177905,105.37011191755293,31.88225358596325,66,165,29,0.6111111111111112,306.69832203852724,0.09455545699515447,4.411571558954992
760992,V3O7,0.9073859739369,0.7437039180384087,0.5788698131001372,0.4360693158436214,0.3154095936213992,0.2174264831961591,0.1406482195930498,0.0804808956332876,0.039467949817101,0.016894933127572,0.0071212705761316,0.0029667495427526,0.0012788637402834,1.8607694558051548,0.14061195119428624,105.98713216480792,22.459082731284976,90,180,60,0.42857142857142855,959.3440902555958,0.06254273165326357,2.7512464541005937
761471,Co5O8,0.8452875610077826,0.5664984830497296,0.3237699511937739,0.1619124565800466,0.0575067053598909,0.0111517829661873,0.0008299256914215,0.0,0.0,0.0,0.0,0.0,0.0,1.8875664523626319,0.03400375268900737,108.08269913785237,34.655885829928955,28,66,13,0.625,125.70728249592105,0.10341485188355594,5.585102357851792
763787,Fe8O9,0.8629848313154808,0.6125126737043001,0.3300431402954216,0.1442665155762311,0.0529462634937675,0.016883362159798,0.0045575634679231,0.0012176696288344,0.0002037732848253,0.0,0.0,0.0,0.0,2.1608299015986145,0.057399498907014186,106.6846686434902,33.752144272028026,48,120,17,0.8888888888888888,183.88123433988878,0.09245097826881535,5.336672646402282
764115,V3O7,0.9120745488277956,0.7557699443413729,0.5960802833530107,0.4571512902681733,0.3376673975375274,0.2383015685613088,0.1593118569741946,0.0976370382863889,0.0514251981784449,0.0233175914994096,0.009919041996964,0.003998988024962,0.0016377129364142,1.8844342194218475,0.15050448689723606,105.79551176469384,22.53310388111955,90,180,60,0.42857142857142855,1009.660437438294,0.05942591962128548,2.6141383070081674
764326,Fe12O13,0.8615197757139074,0.6087230486835977,0.3216685083209288,0.1348851934041381,0.0466988727858293,0.0155094685381526,0.0048309178743961,0.0014824555796036,0.0004048595320067,4.566084947444362e-05,0.0,0.0,0.0,2.1673678664229508,0.04046732336148921,106.48567732835917,33.41888038255969,72,180,25,0.9230769230769231,267.6757729678826,0.09339657348444326,5.449438729845432
764417,Fe14O15,0.8604035780096052,0.6035551573540721,0.3152975870924682,0.1298171094441462,0.0444947838829964,0.0148557769039915,0.0045178537746115,0.0014092221528996,0.0004189579373485,4.5341768111315856e-05,1.813670724452634e-06,0.0,0.0,2.1613656430854356,0.0478684808571971,106.79976652979775,33.96261987975339,84,210,29,0.9333333333333333,306.5112489771459,0.09461316704289147,5.537699237136682
766450,Ni6O7,0.8467966470957498,0.5662530925741295,0.285281193456667,0.1209593441896532,0.0481666112772792,0.0154536390827517,0.0041948229385916,0.0010080868505594,0.0001144714006129,0.0,0.0,0.0,0.0,2.0548550457880825,0.07057299772613763,107.13033101960993,34.57147723084753,72,180,26,0.8571428571428571,250.6962229455596,0.10371117559934709,6.150989760492279
766454,TiO2,0.8652492389649924,0.6192922374429224,0.3771213850837138,0.1964611872146118,0.0782248858447488,0.0175608828006088,0.0007515220700152,0.0,0.0,0.0,0.0,0.0,0.0,1.962898231722131,0.010519904055495157,106.97174144142835,34.482163098680445,18,45,9,0.5,98.98024446129928,0.0909272355204068,4.020987632800269
766493,Mn21O40,0.8741566215105804,0.6443779164876254,0.4195548846220533,0.2545024161144658,0.1297587277894625,0.0442363796729764,0.0111363653496769,0.0019901847705633,0.0001319251268365,0.0,0.0,0.0,0.0,1.962100205856851,0.018535819622877474,107.79043536837327,35.82319419263761,124,306,61,0.525,717.4827341495119,0.0850194675030167,4.152710855686661
766681,Co15O28,0.8646976796682432,0.6211811737463546,0.3978351337476652,0.2409606093373965,0.1281589170571508,0.0489443273295249,0.0112830819306849,0.0022391401701746,0.0001310716197175,0.0,0.0,0.0,0.0,1.9092916427070952,0.062475512553802175,107.5621679352662,35.79269939129178,90,225,43,0.5357142857142857,470.9993619526045,0.09129524044732566,4.69760671918809
770543,Mn2O3,0.8613224307580175,0.6113907616618076,0.3458113155976676,0.1642561042274052,0.0584798651603498,0.0124020590379008,0.0026762937317784,0.0003530430029154,0.0,0.0,0.0,0.0,0.0,2.0660769740077014,0.039478007605759695,104.60599338258463,30.86923923105976,24,60,10,0.6666666666666666,107.67545202396182,0.09287167884630403,4.871073273921116
771359,Cu2O3,0.847828125,0.572,0.31132421875,0.14690625,0.056703125,0.0189921875,0.0053515625,0.0004140625,0.0,0.0,0.0,0.0,0.0,1.9842569604935487,0.12626398261564273,104.90537762341594,31.664619496547846,96,240,40,0.6666666666666666,389.0036711714401,0.10282679307252955,5.981342316370797
771717,Mn2O3,0.86842835344708,0.628190456373977,0.3781774517963656,0.1948519212095991,0.0758687057844361,0.0168799417394923,0.0019983700929393,6.068802885282286e-05,0.0,0.0,0.0,0.0,0.0,2.043375723557196,0.10538065205766665,105.87816183389211,30.20805070614207,88,204,40,0.6666666666666666,450.15793537217303,0.08885770272366644,4.660542226609095
772530,V5O12,0.8775252747252748,0.6582769230769231,0.4382373626373626,0.2615516483516483,0.128610989010989,0.0457274725274725,0.0091472527472527,0.0004,0.0,0.0,0.0,0.0,0.0,1.9346840638119838,0.1533769197141582,104.65236920043701,30.79176558020715,30,75,17,0.4166666666666667,205.60214440823754,0.08268396250889924,3.6090248861442533
772550,CrO3,0.907860120541547,0.7492479503309019,0.584740422714214,0.4203610550411358,0.2575623266725763,0.1193169075005607,0.0463725395960825,0.0177216722024642,0.0054040776222058,0.0011890394768226,4.983997807040965e-05,0.0,0.0,1.683361396285357,0.09470586963113596,109.46297024693779,0.9802491152182427,16,24,16,0.3333333333333333,257.1742800265965,0.06221461958927351,2.583482747753417
773019,V12O29,0.8847586694266382,0.6796990926222697,0.4702296823065052,0.2962522443316714,0.1670756543803419,0.0830189414173789,0.0386001862238841,0.0184716843245489,0.0082534833511396,0.0028142249821937,0.0005249139363722,2.7822293447293448e-05,0.0,1.933919593769107,0.19720995938864866,104.11131634240981,28.983310368290187,68,160,41,0.41379310344827586,526.8547170277877,0.07782031492723174,3.390253591012848
773920,Cr5O12,0.901521406283311,0.7287749287749288,0.5554237649475745,0.4002674574103145,0.271021571021571,0.1706572087524468,0.0971025447215923,0.0476306762021047,0.0194081051223908,0.0072252262728453,0.0019187162044304,5.039052658100277e-05,0.0,1.824204015193138,0.16247799830506657,107.89483966480674,26.851932402632503,96,192,68,0.4166666666666667,1020.3745477293073,0.06664219540885644,2.9431443985294075
774295,Fe23O32,0.8587811116510096,0.6016072103444552,0.3503890643559011,0.1752628630817406,0.0670098396501457,0.0131954567541302,0.0008030990173847,0.0001569080012957,1.6871828096317893e-06,0.0,0.0,0.0,0.0,1.9826589390001501,0.06951777521414294,107.52959547411632,31.42198640764778,122,273,55,0.71875,576.5993794245261,0.09538685257499348,5.1752711605640505
775938,TiO2,0.857392971778732,0.5970027929467673,0.3400412689149193,0.1481981324773854,0.0371420234274042,0.004898078285881,0.0002396931927133,0.0,0.0,0.0,0.0,0.0,0.0,1.9658965222388385,0.05188291022702576,106.69382167027234,34.20345745145907,72,180,36,0.5,373.5244204596958,0.09637924062821614,4.262086407958186
776041,V2O5,0.9070997642734429,0.7440568940029566,0.5778656758160534,0.4177953573854329,0.2756802109552919,0.1595349394702145,0.0734028526908785,0.0233049662391625,0.0060210156218786,0.0008869711135083,0.0,0.0,0.0,1.7562853263823157,0.07414773569818568,109.2502151794326,6.478474123388879,32,48,28,0.4,446.26543404636556,0.06274292800614015,2.7080258668316968
776135,Fe23O32,0.864669244860574,0.6179719112558518,0.3675277834317118,0.1883053124363932,0.073857927946265,0.0160195399959291,0.0012277630775493,0.0002051699572562,1.9539995929167515e-05,0.0,0.0,0.0,0.0,2.0163301764234753,0.07815440599371593,107.47571743969581,31.27788668605485,122,273,55,0.71875,601.913304874487,0.0913752853684947,4.957621164657797
776152,V2O5,0.891082736426866,0.7005086681200041,0.5104744108792691,0.3383784906052112,0.2025744835461434,0.0971711823938544,0.0279196511990034,0.0039188207204401,0.0,0.0,0.0,0.0,0.0,1.8452167412022895,0.22834032596154932,105.86920818133326,26.6820264598673,40,84,28,0.4,380.7213830306996,0.07354459520268714,3.17423289769092
776160,Cr2O5,0.9009949190594352,0.7272905589034622,0.552310055535862,0.3968545433061562,0.272139903107645,0.177594233723266,0.1119957461892945,0.0721611721611721,0.0463523573200992,0.0282004017487888,0.0155973059198865,0.0070849580526999,0.0019662058371735,1.8361269777856382,0.15334057218957114,107.39022914087552,28.33914486471615,40,84,28,0.4,419.00987662396113,0.06682420048329432,2.917604217921186
776456,Ti2O3,0.8517575991260202,0.5805025383972753,0.2969603495919285,0.1185784975258659,0.0383137330505751,0.0104106419895893,0.0019407493091703,5.14105777263672e-05,0.0,0.0,0.0,0.0,0.0,2.0822502224444586,0.07212615650553461,103.2602615977922,30.995892284086707,78,216,30,0.6666666666666666,299.87604097284424,0.10004133675593209,4.777090157231521
776583,V9O22,0.8795138356094317,0.6657741292005525,0.4452137998056365,0.256568717712649,0.1264692343102654,0.0663764001841338,0.0381284844764973,0.0223888803641757,0.0132013707738734,0.0074868293181934,0.0039575980768247,0.001846452866861,0.0006777146949005,1.9346904746703064,0.21544564278558154,104.49835798930297,29.091500042556,100,234,62,0.4090909090909091,761.6891212722951,0.08139803795075565,3.534965611693146
776603,Mn15O32,0.8750818137932873,0.648011147406984,0.4271198287019075,0.2584575471558415,0.1280471010522512,0.0416043499764553,0.0098694829368264,0.0016925459860153,6.367408346339628e-05,0.0,0.0,0.0,0.0,1.9381112671874265,0.01896321913999202,107.84488244538684,36.27564802799722,90,225,47,0.46875,557.7015489906358,0.08427446559017744,3.979426325658067
776606,Fe2O3,0.8566571699905033,0.5941714150047483,0.321559829059829,0.1365693257359924,0.0383119658119658,0.005071225071225,0.0009283000949667,4.2735042735042735e-05,0.0,0.0,0.0,0.0,0.0,2.054786171439506,0.06751434233742644,104.56110778860287,31.05504933132772,96,240,40,0.6666666666666666,412.5212429663978,0.09696470347166637,5.1441869113886955
776630,V2O3,0.8587177747625508,0.6011218259352588,0.3237122019771273,0.1408036925760806,0.0528506008916456,0.0161186761000193,0.0040402694320604,0.000539106415972,0.0,0.0,0.0,0.0,0.0,2.1117177971236845,0.10969569163391563,103.54474843855606,31.113285399706175,78,216,30,0.6666666666666666,315.0324308093384,0.09522829101412857,4.741831058301863
776655,Ti2O3,0.8638157894736842,0.6154858299595142,0.3570772345063843,0.1822018062908751,0.0749026782933665,0.01993148551853,0.0048076923076923,0.000864216754905,7.785736530675802e-06,0.0,0.0,0.0,0.0,2.0511289880299803,0.03269204999646481,106.29423825155241,33.64530218018443,48,120,20,0.6666666666666666,217.75988736026858,0.09184427969009458,4.3856711508760755
776688,V2O3,0.8747755941318359,0.6460239629878604,0.407331250741429,0.2352327098738582,0.1227371584483372,0.0556052038435683,0.0212108031159792,0.0050259005891889,0.0004231088615603,0.0,0.0,0.0,0.0,2.042305772730397,0.07410779122029108,105.19425306069967,29.653584212608678,44,100,20,0.6666666666666666,236.6572492306097,0.08451040509015248,4.2081408721983875
776873,Cr2O3,0.8518832548970908,0.581226117627243,0.3179058736541297,0.151738087183418,0.0599498407722865,0.0177898251278603,0.0036955674601645,0.0003240223304199,0.0,0.0,0.0,0.0,0.0,2.0005411563417836,0.02898538064563272,105.2855957147398,31.16608540446018,96,240,40,0.6666666666666666,399.88146754527065,0.10002964189749952,5.0509651967970255
777129,TiO2,0.9250272910083308,0.7909436943407067,0.6563509049123815,0.5328296466532606,0.4185966676242459,0.3148139902326917,0.2225725366274059,0.1412776501005458,0.0725502729100833,0.0276644642344153,0.0091762424590634,0.002454754380925,0.0002757828210284,1.8264917658825048,0.005789388408509922,109.46440934566245,1.507639483841566,72,108,54,0.5,1066.2343495957637,0.05064552649281348,2.2396483794842426
777469,VO2,0.8739891970931735,0.6520064792229975,0.4282211759663685,0.2427313580527035,0.1068315465048121,0.0308330339528932,0.0042102343991277,5.0421968851828745e-05,0.0,0.0,0.0,0.0,0.0,1.8941850044916335,0.13571551555078554,108.41321169057868,30.672330824637143,20,42,12,0.5,141.46833990280572,0.08482463290545764,3.895545433653742
777479,VO2,0.90865597902803,0.7446864287154669,0.581936882435975,0.4473230490018149,0.3366706997378503,0.2473785037305908,0.1755394232708207,0.1214105666465013,0.0802228271828997,0.0480439604759024,0.0241984271022383,0.0095281306715063,0.0028029844726759,1.902086770184089,0.09750056631700457,105.4026448522363,21.52904604281599,20,40,12,0.5,194.5421845059786,0.061683279801102574,2.8327858398136483
777580,V5O12,0.8723358024691358,0.6446617283950618,0.4123012345679012,0.2243209876543209,0.0961185185185185,0.0299753086419753,0.0073086419753086,0.0008987654320987,4.938271604938272e-06,0.0,0.0,0.0,0.0,1.9510224722312715,0.18955994224125458,104.13354294115722,30.61622043549225,30,75,17,0.4166666666666667,196.9754561619259,0.08630516883293804,3.7670848453523327
777698,V2O3,0.8596564725596983,0.6026213417918487,0.3280627206894488,0.1381351367526482,0.0433897899335687,0.0128673170147824,0.0030402776946555,0.0002753007361302,0.0,0.0,0.0,0.0,0.0,2.0879561433259943,0.10278444811755616,104.38361950373853,30.69390437063707,36,90,15,0.6666666666666666,158.04666524772614,0.0949086776142264,4.72591611611225
778252,V5O12,0.9032980304719436,0.732364053016227,0.5615911061563236,0.4092995169082125,0.2845890623064536,0.1862148519757215,0.1114300755605103,0.057751145794624,0.0229871175523349,0.005301622692927,0.0004273504273504,3.09674222717701e-06,0.0,1.8323310964688693,0.11245728045149431,107.68874522666256,26.722436257585503,96,192,68,0.4166666666666667,1042.322968986402,0.06523889621863176,2.8475751869328016
778470,Mn2O3,0.8745534747352016,0.6455775377056975,0.4101798779682506,0.2346337726828495,0.1149496817137272,0.043056604770332,0.0093103357193798,0.0013439340711587,0.0002535724662563,8.452415541879077e-06,0.0,0.0,0.0,2.0163467711963867,0.0785684158705445,107.16112509002019,30.489506888931135,336,744,160,0.6666666666666666,1888.1982463422953,0.08473686505637977,4.444406344533517
778663,Ti4O7,0.8677690505718616,0.6270745487115889,0.3794258417160442,0.1940893849616462,0.0783078407055257,0.0223710440494235,0.0049974737035505,0.0006007992283312,3.6746130173166138e-06,0.0,0.0,0.0,0.0,2.01467086675233,0.10722197338512228,105.02114827469364,29.466988846538896,90,210,44,0.5714285714285714,493.8244825655946,0.08910048317451634,4.083135264968571
778667,CrO3,0.9080266133779472,0.7503717817641045,0.586656132850017,0.4222898658487468,0.2585587260278216,0.1165148557796573,0.0344633949871425,0.0066920717538804,0.000588654459832,0.0,0.0,0.0,0.0,1.681045329927946,0.08948808632504301,109.46373112150441,0.9330225447068506,16,24,16,0.3333333333333333,257.2692501050658,0.062191653271682426,2.5825290637854414
779692,Ti7O8,0.8658078566732413,0.6201306706114399,0.3568581525312294,0.1784886587771203,0.0826594345825115,0.0369534845496384,0.0169255424063116,0.0065622945430637,0.0017340565417488,0.0001068376068376,0.0,0.0,0.0,2.096338613481669,0.06249602351081929,106.67988693841048,32.97635541675681,38,86,15,0.875,165.56435271850313,0.0905992126548122,4.645953711090809
780521,Cr19O48,0.8888013636433258,0.6945215760670969,0.4964344403088765,0.3167429230368634,0.1695954801963191,0.0770626965215279,0.0296119787051077,0.0081737638700162,0.0010196691108091,1.9693180251678844e-05,0.0,0.0,0.0,1.8222240447763716,0.16906562411000448,107.54826374913497,25.449025919444058,90,177,67,0.3958333333333333,892.8564303100558,0.07504005988592521,3.266748653549326
780654,V2O3,0.859987032834715,0.6041355994998379,0.3332700412170611,0.1472630018987634,0.0448918631037836,0.0065322095123419,0.001303663224193,0.0001134626962441,0.0,0.0,0.0,0.0,0.0,2.070199860567049,0.05204206077387599,104.59514270487674,30.992370779797398,96,240,40,0.6666666666666666,423.2365992301684,0.09450978500620366,4.706053517114552
796077,MnO2,0.8737908496732026,0.6602832244008715,0.4454466230936819,0.268082788671024,0.1395642701525054,0.0605228758169934,0.0154684095860566,0.0009150326797385,0.0,0.0,0.0,0.0,0.0,1.9954495785400308,0.350675872484662,108.0,37.529522053554366,6,15,3,0.5,35.300171118657026,0.08498542372261829,4.090970540835849
796240,V3O8,0.8839685776411589,0.6773324135225709,0.4656677251253749,0.2897944966910484,0.1572673504377555,0.0754549174368391,0.0253827190553002,0.0035473584184665,1.0144971644804252e-05,0.0,0.0,0.0,0.0,1.9264063364014576,0.16183689782060953,104.01046223794435,30.602355161258956,36,90,22,0.375,281.079893180371,0.07826956155089486,3.3191636568407135
796259,FeO2,0.8673120687786728,0.6254163204854966,0.3860347505689412,0.2073763681681898,0.0840515840046237,0.0226420546906043,0.0040747028862478,0.0001444930101506,0.0,0.0,0.0,0.0,0.0,1.968558514822698,0.05844913384449503,105.95234918578984,32.78960492669401,24,60,12,0.5,133.87838647544632,0.08963358698829878,4.359735981070394
796278,CoO2,0.9284794179265048,0.8003298227733424,0.6731144895532529,0.5774446520582074,0.505789592888285,0.4519704433497536,0.4077204008833022,0.3693448842081422,0.3344657720400883,0.3023469792197497,0.2720542438140536,0.2438565200158541,0.2171451220202706,1.9569161957538632,0.12310443492077136,108.00000000000001,36.5423574255532,12,30,6,0.5,124.29623775597089,0.04827177482056792,2.43045446080236
796324,FeO2,0.8842615442323258,0.674560243223501,0.4656288867391862,0.3105541626359742,0.2016366256687659,0.1370896096973525,0.0963763251929796,0.0685299982232049,0.0484028586658243,0.0331619055139873,0.0215140268098631,0.0131236057094347,0.007200955520897,1.9674449360875605,0.042735849755296394,106.35188333733495,33.44644317934109,24,60,12,0.5,153.9825826946548,0.0779308918580475,3.790522333048986
796336,MnO2,0.892678231920416,0.6992166236716919,0.521217428348283,0.3931752380501582,0.3072129000702119,0.2532759015138964,0.2148880947309461,0.184452386023872,0.1592234081998122,0.1374261393668299,0.1190290235801797,0.1029828256770722,0.089011431140984,1.8957210348882048,0.010737790200973783,107.17906752804214,34.92918920660484,36,90,18,0.5,248.3767057538618,0.07247056419951786,3.48853874266295
796340,MnO2,0.8930199341252868,0.699150028878725,0.5215770905855357,0.3929692012300775,0.3073320741168573,0.2530439737125552,0.2147679555423736,0.1845389550584599,0.1592427530010458,0.1373417523922511,0.1190310797521112,0.1032024164468241,0.089106476639453,1.8956403669710582,0.0107468105196165,107.16821375734905,34.907421869715996,36,90,18,0.5,248.41649036305813,0.07245895783203919,3.4879800432370773
796380,V2O3,0.8652820018643306,0.6359780827475966,0.40150440636111,0.2244314753570822,0.1095425394421349,0.0443959026700502,0.0142535594548319,0.003371884985143,0.0002903178980984,0.0,0.0,0.0,0.0,1.984928959924152,0.2980359596934962,105.04441802605407,35.685301806630164,72,144,40,0.6666666666666666,438.79132983957516,0.09115950402808608,4.539228446256997
796383,V3O8,0.8926145746472425,0.7021042821405797,0.5046843576789131,0.3329572766959336,0.1927829826196432,0.0937133140399928,0.0373734896420921,0.0134399372148918,0.0043687971092689,0.0011248998544824,0.0001504226549598,0.0,0.0,1.9305021673691685,0.2176818802042339,104.22797822922662,29.12770517717,68,160,44,0.375,607.4079639103353,0.07243895802211645,3.071906269081047
799417,Fe10O11,0.8616614934615354,0.6102126070620084,0.3311318039316359,0.130703166935051,0.0426731078904992,0.0145744358094704,0.0061495017386636,0.0018942487961601,0.0002139295355006,0.0,0.0,0.0,0.0,2.161532377027601,0.22389258884784846,108.57730715492076,36.66513886785257,48,94,21,0.9090909090909091,224.47394727369618,0.09355205918126061,5.43492175233554
818205,V3O10,0.9117351290684624,0.755003367003367,0.5872592592592593,0.4212166105499438,0.2652121212121212,0.1427968574635241,0.0594747474747474,0.0205162738496071,0.0062312008978675,0.0012749719416386,5.3872053872053874e-05,0.0,0.0,1.7826273665181085,0.0946836999538915,108.11888237191638,15.894427021118743,26,44,26,0.3,435.03658923796417,0.05976508791029081,2.3888928877773496
821313,FeO2,0.8812244897959184,0.6647619047619048,0.4470294784580499,0.2843083900226757,0.1572789115646258,0.0686848072562358,0.0178004535147392,0.0048299319727891,0.0009297052154195,2.2675736961451248e-05,0.0,0.0,0.0,1.9782231541678161,1.0810755904266015e-06,108.0,36.74653339162726,6,15,3,0.5,37.41529278856703,0.08018111783737554,3.899972278066766
826024,VO3,0.912003363646609,0.7580883564078335,0.5978166639214224,0.4522479215611481,0.3221298471621399,0.2184441400594706,0.1411886329550676,0.0864578547216755,0.051159071009354,0.0303465076158854,0.0171866737176097,0.0083917781380308,0.0026874496103198,1.8641148906157166,0.150709797490149,105.61639680490643,23.23298052757699,20,40,16,0.3333333333333333,268.1566615707423,0.059666613934851086,2.4515594335964424
831269,V2O5,0.9035280359450976,0.7331876654151536,0.5596091586138979,0.4025296977903613,0.2591487659260171,0.1388982581399643,0.0647676494121991,0.0278279066904659,0.0091783098418169,0.0018477257339816,0.0001587985474241,0.0,0.0,1.834671870341303,0.14169956712439935,106.37808061982425,20.703485781829794,132,248,98,0.4,1503.977237153238,0.06516056066479876,2.8123724758312623
849511,VO2,0.8673069150499706,0.6273423721340388,0.3980884406231628,0.2314585170487948,0.1147946061140505,0.0420800264550264,0.0073348398001175,0.0001561581422692,0.0,0.0,0.0,0.0,0.0,1.9346562285198357,0.09761912438983646,105.51830780304675,31.6175104764344,30,75,15,0.5,167.3775470891526,0.0896177549549722,4.115668104078293
849533,TiO2,0.8889978688365785,0.6875544899738448,0.4811040879589267,0.3258470163712099,0.2126229051632277,0.1363793228712583,0.0837298992540928,0.0437736123219994,0.0171219606703477,0.0029787852368497,0.000175578804611,0.0,0.0,1.9966973762165379,0.11216907903285808,104.61920139125695,31.62817585646585,48,120,24,0.5,319.84122198782586,0.07503723207046,3.318299301942021
849537,V6O11,0.8723908625660995,0.6406226393011799,0.4070201198038026,0.2330896826156809,0.1229893495909008,0.0701777905455009,0.0429187015225509,0.0259610371647142,0.0156532286380031,0.0091502016236288,0.005183695617479,0.0026769659633779,0.0012001659804015,1.991490883526134,0.0920975435519064,107.10527488788954,33.820830336305704,70,170,34,0.5454545454545454,395.0729988402168,0.0860600448519919,4.050229241993184
849581,V9O22,0.8863265267374857,0.68460873940326,0.4777753253780651,0.3036173686858618,0.1728395940724708,0.0861029628152915,0.0399543378995433,0.0191168513086321,0.0087740532946012,0.0031351161488147,0.0006407883120211,4.746580089045842e-05,0.0,1.9380699090136533,0.21650766578587588,104.05216076090367,29.015959519431178,102,240,62,0.4090909090909091,807.9281877278178,0.0767394936106464,3.332653683083802
849596,Mn21O40,0.874496593366686,0.6453984704026711,0.4215214127365266,0.2558809819342739,0.1318071688356739,0.0463852287078642,0.0116494934767172,0.002210110952719,0.0001653179253413,0.0,0.0,0.0,0.0,1.9648986243891797,0.042402558685252625,107.7624662157529,35.79572437363046,124,306,61,0.525,720.1760571895777,0.08470151068066191,4.137180497915536
849689,FeO,0.862822583746779,0.6112745663628322,0.3165743625245182,0.1224087535094804,0.0335019165929515,0.0044453418458264,3.846005922849121e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.2124931467275433,0.05441831578279323,107.32790467625463,34.74506784331976,72,180,24,1.0,258.7372207001987,0.0927582043860981,5.534983750759829
850026,Co21O40,0.8599431721562116,0.6073818482756346,0.3779989467164245,0.2136867089422951,0.0924405775951536,0.0251262755088895,0.0048562350368288,0.0004782031105875,0.0,0.0,0.0,0.0,0.0,1.8940913047119365,0.02672946076363202,107.75598884139023,35.70991295189694,124,306,61,0.525,644.9330543553015,0.09458346038873418,4.835941936802153
850222,FeO2,0.8593481213218651,0.6028519692168401,0.3501886223027011,0.1618530255017353,0.0466274332277048,0.0025954428851667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9648904251608388,0.0370231654082523,107.99999991950544,36.39190361549885,12,30,6,0.5,63.25368542732801,0.09485613303739249,4.613758191807125
850874,Cr19O48,0.8893755526083112,0.6955747126436782,0.497420424403183,0.3171175950486295,0.1694484969053934,0.0773121131741821,0.0300331564986737,0.0079962422634836,0.0008565428824049,4.420866489832007e-06,0.0,0.0,0.0,1.8267268550826499,0.17340678359628028,107.57258014460442,25.74384154040639,90,177,67,0.3958333333333333,895.854024709997,0.07478897024734474,3.255817868845797
856161,CoO2,0.8567410714285715,0.6008630952380952,0.3728348214285714,0.2090922619047619,0.0910639880952381,0.0278720238095238,0.0014285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.8658944271073283,0.012190230543386017,107.99695294075832,36.55236387536541,24,60,12,0.5,124.19826226404112,0.09661970933609702,4.864743515858605
863316,FeO3,0.9043449686192184,0.7363525510633617,0.5603784704211352,0.4065732621076044,0.279662374836714,0.1921247952984501,0.1340425127437747,0.0937023890673756,0.0624438174021438,0.0384092075639768,0.0191923827939351,0.0066590806014898,0.0016131704230362,2.014976582266424,0.20581393579274135,105.46207473169449,32.41028410996875,12,30,8,0.3333333333333333,122.93865159799667,0.06507310675701573,2.806196657750011
863766,Fe32O35,0.8644205495818399,0.616838774258129,0.335749943491879,0.1469986115147405,0.0539365171623236,0.0198637347024443,0.0071555426394136,0.0021931609028383,0.0005437695760276,5.295618198844005e-05,0.0,0.0,0.0,2.1793826781297025,0.09880615333573377,106.50155808896258,33.71206614784587,192,480,67,0.9142857142857143,732.2937948818808,0.09149333296045083,5.323927949740738
867971,Mn15O32,0.8755361630789636,0.6494582155695781,0.4282843635349335,0.2589237175491476,0.127423940980079,0.0406018119252346,0.0095833368911507,0.0016508272636968,6.119445891290179e-05,0.0,0.0,0.0,0.0,1.9431633999774829,0.023225083806203004,107.58914315710624,35.80756182638611,90,225,47,0.46875,560.0032003282147,0.08392809179028543,3.9630706121195023
870306,V6O13,0.8773547027135544,0.65898634857965,0.4389533911065011,0.2685615819587111,0.1510815739284638,0.0819294342021614,0.0438234014789038,0.0243500518620135,0.012731287850905,0.0059892260849198,0.0023588851340047,0.000518620135845,1.6729681801452137e-05,1.961372635894378,0.16160748921737395,104.4336574232167,31.58752872070727,72,180,38,0.46153846153846156,460.457359135563,0.08252664279563059,3.7059715228977894
978968,Ti3O2,0.8670169353193226,0.6251721587431136,0.3593463068761477,0.1713234543970618,0.0562066415017343,0.0112923382983064,0.0022061824117527,0.0001657824933687,0.0,0.0,0.0,0.0,0.0,2.1021021829210875,0.028214518047790228,108.19211880853847,24.228748319925845,24,36,10,1.5,111.68602130432724,0.0895367198438517,5.223441351448677
999539,MnO,0.8907634164777022,0.6919123204837491,0.4720786092214664,0.2970219198790627,0.1671957671957672,0.0756160241874527,0.0269690098261526,0.0055933484504913,0.0007256235827664,0.0,0.0,0.0,0.0,2.066327816773712,0.008039639215534328,109.39869903133528,2.6724183236750916,8,12,4,1.0,54.15951517729094,0.0738559048563492,4.351425517271465
1008677,TiO2,0.8446880466472303,0.5551020408163265,0.2553002915451895,0.1056559766763848,0.0448746355685131,0.0156268221574344,0.003405247813411,0.000139941690962,0.0,0.0,0.0,0.0,0.0,2.0957814771583414,0.0,102.85714285714286,36.28779358099682,8,28,3,0.5,28.344976,0.10583886188508328,4.6804101353555785
